Trial,ParticipantID,SearchOrder,Fixation,Duration,PupilSize,PositionX,PositionY,StartTime,EndTime,Task,ParticipantGender,Stimulus,SearchType,ActorGender,Directionality,Ostension
2,5_1_m2,2,33,627,1525,1136.1,502.3,9326,9952,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,60,539,1595,994.3,897.7,20539,21077,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,61,78,1537,1009.2,997.3,21102,21179,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,44,374,1346,763,521.1,13988,14361,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,59,299,1628,898.9,923.8,20217,20515,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,37,365,1408,971.5,467.5,10840,11204,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,38,354,1397,1023.7,495.7,11220,11573,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,39,342,1383,991.9,497.2,11583,11924,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,40,524,1422,968.8,472.4,11934,12457,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,41,620,1468,952.3,515.7,12473,13092,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,46,176,1575,627.4,574.8,14971,15146,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,47,297,1631,562.8,627.9,15168,15464,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,48,162,1647,499.7,626.4,15482,15643,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,49,364,1640,616.5,640.6,15670,16033,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,50,542,1641,731.4,548.4,16069,16610,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,51,465,1617,724.2,691,16643,17107,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,52,183,1661,582,720.7,17139,17321,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,53,391,1635,755.4,743.1,17349,17739,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,54,374,1619,727.1,811.8,17762,18135,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,55,703,1644,769.7,868,18153,18855,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,56,428,1706,766.2,948.7,18877,19304,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,57,159,1734,825.2,910.3,19327,19485,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,58,698,1646,847.4,885,19500,20197,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,21,88,1436,700.4,503.5,6043,6130,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,22,315,1506,910,365.7,6198,6512,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,23,225,1487,955.1,348.1,6537,6761,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,24,477,1539,1046.8,388.5,6786,7262,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,25,339,1627,1108,409.1,7282,7620,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,1,770,1204,940.3,675.4,110,879,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,2,262,1378,716.8,567.5,919,1180,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,3,226,1408,1016.2,616.4,1215,1440,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,4,159,1456,848.3,467.3,1478,1636,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,5,253,1364,746.1,250.9,1674,1926,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,6,148,1367,551.6,425.1,1974,2121,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,7,183,1292,1018.8,310.2,2166,2348,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,8,185,1279,1161.9,1058.7,2413,2597,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,9,95,1304,1301.3,881,2635,2729,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,10,130,1332,1245.3,396.2,2777,2906,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,11,191,1312,1249.3,303.1,2932,3122,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,12,143,1269,978,303.6,3165,3307,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,13,378,1322,1049.3,296.9,3327,3704,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,14,172,1379,1032,339.4,3724,3895,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,15,249,1365,929.2,269.2,3928,4176,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,16,342,1371,918.1,268,4185,4526,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,17,268,1405,704.3,237.1,4557,4824,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,18,270,1411,640.5,341,4851,5120,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,19,549,1389,613.9,409,5146,5694,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,20,244,1389,631.4,471.6,5717,5960,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,26,175,1629,1087.7,467.3,7641,7815,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,27,332,1583,1218.8,439.4,7848,8179,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,28,228,1493,1382.5,479.4,8211,8438,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,29,279,1550,1314.7,537.3,8463,8741,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_1_m2,2,30,107,1636,1189.7,551.1,8781,8887,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,5_2_m,NA,1,361,2142,981.1,513.8,7,367,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,7,230,2704,912.1,556,3014,3243,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,2,122,2184,1041.8,480.8,392,513,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,8,874,2811,840.1,627,3265,4138,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,9,160,2626,1003.3,409.2,4181,4340,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,10,1985,2529,1010.8,438.4,4353,6337,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,3,198,2192,1011,437,533,730,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,4,898,2341,997.8,443,737,1634,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,6,622,2632,1018.4,416.7,2364,2985,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,5_2_m,NA,5,663,2614,930.5,591.5,1668,2330,SocialEngagement,male,f_pl_o1_div_-o,NA,f,div,-o
2,6_1_m,NA,4,1640,1588,1045.8,431,4690,6329,SocialEngagement,male,f_pl_o1_div_+o,NA,f,div,+o
2,6_1_m,NA,3,3400,1552,1042.6,437,1272,4671,SocialEngagement,male,f_pl_o1_div_+o,NA,f,div,+o
2,6_1_m,NA,2,712,1504,1024.1,478.3,532,1243,SocialEngagement,male,f_pl_o1_div_+o,NA,f,div,+o
2,6_1_m,NA,1,493,1366,977,510.1,7,499,SocialEngagement,male,f_pl_o1_div_+o,NA,f,div,+o
2,6_3_m2,2,3,140,1417,727.6,283.6,809,948,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,1,459,1338,796.9,595.2,17,475,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,2,261,1309,962.7,465,507,767,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,4,162,1448,652,290.6,967,1128,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,5,961,1460,702.8,192.1,1153,2113,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,6,389,1563,728.1,212.9,2230,2618,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,7,163,1563,731,196.7,2624,2786,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,8,432,1545,544.7,300.1,2821,3252,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,9,121,1587,629.4,408.5,3280,3400,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,15,159,1805,504.8,560.9,5164,5322,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,16,635,1810,666.3,612.3,5350,5984,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,17,207,1794,642.8,673.4,6003,6209,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,18,496,1872,735.2,695.7,6228,6723,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,42,603,1604,821.4,428.5,16863,17465,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,43,261,1630,805.1,451.3,17475,17735,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,44,136,1624,824.2,406.8,17750,17885,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,45,395,1626,838.3,326.6,17910,18304,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,46,657,1616,887.9,396.1,18329,18985,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,47,512,1587,884.3,237.3,19017,19528,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,48,1044,1517,955.4,228.1,19549,20592,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,49,552,1506,959.7,324.2,20616,21167,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,10,280,1618,591.8,410.6,3411,3690,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,11,385,1685,646.5,377.8,3709,4093,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,12,273,1720,586,453.3,4121,4393,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,13,242,1769,665.5,522,4422,4663,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,14,461,1830,594.7,580.5,4686,5146,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,35,540,1595,817.7,576,14431,14970,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,36,187,1611,800.5,541.7,14989,15175,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,37,197,1615,743.8,538.4,15194,15390,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,38,452,1604,744.5,488.3,15406,15857,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,39,214,1566,741.2,422.1,15882,16095,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,32,328,1665,807.5,601.3,12265,12592,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,33,762,1677,785.4,624,12602,13363,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,34,906,1681,799,595.6,13517,14422,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,40,223,1590,737.9,482.8,16113,16335,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,41,484,1612,742.6,397.6,16359,16842,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,21,295,1987,707.8,861.6,8144,8438,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,22,354,1998,797.1,819.3,8460,8813,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,23,377,1807,814.8,787.8,8834,9210,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,24,229,1795,778.5,754.6,9226,9454,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,25,550,1855,776.8,669.2,9476,10025,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,27,298,1911,800.4,654.4,10671,10968,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,28,263,1930,806,619,10982,11244,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,29,351,1950,782.3,631.2,11251,11601,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,19,688,1884,694.3,755.9,6745,7432,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,20,529,1922,689.7,842.4,7456,7984,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,26,622,1926,775.4,625.3,10038,10659,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,31,306,1787,810.7,610.2,11951,12256,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
2,6_3_m2,2,30,322,1887,827.8,611.5,11620,11941,VisualSearch,male,ng120ws.jpg,Search,NA,NA,NA
3,1_1_f1,1,41,281,3962,1124,800.2,8322,8602,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,38,100,4643,1052.6,856.1,7698,7797,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,40,203,4104,1192.6,724.6,8095,8297,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,39,251,4377,1180.2,727.5,7827,8077,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,44,77,4412,639.4,725.6,9022,9098,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,3,186,4910,885.2,992.7,262,447,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,45,25,4360,325.5,666.9,9166,9190,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,46,31,4388,332.7,660.4,9213,9243,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,43,186,4392,591.9,731.5,8753,8938,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,49,168,4584,351.5,730.4,9902,10069,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,50,64,4627,337.7,723.5,10075,10138,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,51,81,4605,615.3,345.7,10224,10304,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,42,47,4215,584.8,745.4,8683,8729,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,48,161,4472,354.7,731.1,9697,9857,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,47,117,4486,397.4,731.5,9490,9606,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,1,118,4867,1048.9,962.9,7,124,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,2,78,4843,1071.8,984.4,131,208,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,4,125,4796,1004,621.7,502,626,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,5,32,4332,969.6,620.6,714,745,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,7,235,4197,812.8,809.8,1041,1275,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,8,51,4379,637.6,781.4,1306,1356,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,9,102,4449,638.4,776.5,1366,1467,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,10,332,4260,1475.4,625.7,1519,1850,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,11,268,4508,1164.2,772.5,1906,2173,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,12,236,4646,1057.4,887.8,2251,2486,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,13,308,4616,1223.9,721.2,2520,2827,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,14,138,4497,631.6,668.1,2972,3109,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,15,52,4478,581,673.7,3183,3234,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,16,77,4485,369,634.1,3367,3443,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,17,35,4509,445.3,473.3,3700,3734,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,18,29,4329,995,293.4,3785,3813,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,6,239,4185,842.5,703.4,774,1012,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,22,157,4175,1694.5,770.5,4482,4638,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,23,34,4479,1382.1,633.8,4702,4735,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,24,124,4575,1384.4,633.1,4770,4893,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,25,157,4649,1422.6,611.9,4907,5063,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,26,127,4830,1274,598.2,5104,5230,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,27,30,4851,1261,596.6,5248,5277,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,28,310,4748,1700.8,883,5331,5640,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,29,115,5037,1281.3,881,5680,5794,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,30,84,5085,1284,879.5,5806,5889,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,31,731,5136,1344.3,955.4,5915,6645,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,32,41,5257,678.1,792.5,6840,6880,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,33,94,5124,564.9,862.9,6985,7078,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,34,112,5006,570,905.7,7094,7205,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,35,65,4962,562.2,906.1,7212,7276,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,36,209,4947,557,907.3,7309,7517,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,37,117,4778,1056.2,847.5,7572,7688,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,52,91,4688,620,344.4,10355,10445,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,53,43,4805,331.1,431.7,10494,10536,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,54,73,4802,328.5,429.8,10557,10629,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,55,83,4861,468.3,529.3,10714,10796,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,56,24,4962,470.7,531.2,10834,10857,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,57,127,5076,393.2,316.4,10966,11092,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,58,41,5137,400.3,318.9,11123,11163,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,19,27,4364,987,296.3,3887,3913,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,20,23,3979,1079.9,413.9,4153,4175,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,21,225,3967,1539.9,624.6,4217,4441,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_2_f,NA,2,1261,2584,976,494.9,465,1725,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,10,1058,2546,817.5,648.1,5279,6336,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,1,440,2541,1016.9,542.5,7,446,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,9,610,2574,974.3,497.4,4618,5227,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,4,548,2344,903.6,623.3,2412,2959,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,8,724,2596,987.5,489.1,3880,4603,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,3,630,2347,967.7,482.7,1736,2365,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,7,381,2455,992.2,581.9,3455,3835,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,6,280,2442,1000.6,567.1,3161,3440,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,5,165,2440,898.3,619.7,2970,3134,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,2_1_f,NA,5,1419,1058,968.4,452.4,2424,3842,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,6,1041,1078,954,438.8,3860,4900,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,7,1403,1097,946.5,429.8,4921,6323,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,4,524,1012,968,640.7,1853,2376,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,1,395,950,974.4,512.5,35,429,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,3,922,NA,960.8,447.3,880,1801,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,2,412,996,970.7,465.7,451,862,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_2_f2,2,49,190,1331,252.6,701,14827,15016,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,50,318,1474,307.5,657.7,15041,15358,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,56,140,1489,1305.3,1002.3,16567,16706,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,57,115,1523,1241.7,936.7,16864,16978,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,58,161,1534,726.6,858.8,17035,17195,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,51,182,1546,257.3,694.9,15384,15565,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,52,245,1507,869.6,766.6,15628,15872,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,53,128,1468,971.2,856.6,15912,16039,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,54,288,1440,1153.6,833.9,16068,16355,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,55,136,1391,1541.4,1105.5,16403,16538,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,35,559,1471,355.2,825.1,11214,11772,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,36,164,1477,343.2,838.3,11794,11957,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,42,146,1616,773.3,747.3,13322,13467,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,43,154,1625,1057.8,740.5,13601,13754,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,44,159,1520,1254.6,688.5,13795,13953,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,45,156,1323,1164,299.7,14012,14167,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,46,152,1258,911.4,337,14206,14357,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,47,229,1232,257.6,588,14428,14656,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,48,113,1260,281.3,686.3,14694,14806,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,59,256,1449,1191.2,964.8,17248,17503,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,60,144,1436,1249.4,995.1,17535,17678,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,61,327,1524,697.3,853.2,17851,18177,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,62,491,1481,518.7,838.5,18221,18711,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,63,392,1497,730.7,733.5,18750,19141,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,64,289,1533,572.8,720.9,19166,19454,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,65,785,1502,680.3,734.1,19479,20263,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,66,237,1455,529.3,716.8,20289,20525,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,67,150,1514,294,685.3,20694,20843,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,68,159,1516,262,701.7,20876,21034,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
