Trial,ParticipantID,SearchOrder,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,Task,ParticipantGender,Stimulus,SearchType,ActorGender,Directionality,Ostension
3,1_1_f1,1,43,RIGHT,0.98,83,77.66,11.78,false,8939,9021,590.8,722.2,645.3,728.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,44,LEFT,5.52,67,278.39,82.43,false,9099,9165,633.3,733,332.8,664,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,45,.,0.34,22,73.85,15.56,false,9191,9212,317.7,669.7,333,660.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,53,.,0.17,20,50.98,8.45,false,10537,10556,335.5,426.8,342.4,422.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,54,DOWN,3.47,84,278.15,41.32,false,10630,10713,334.9,429.7,465.3,534.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,55,.,0.38,37,39.97,10.2,false,10797,10833,469.1,527.8,454.3,538.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,56,UP,5.43,108,230.3,50.27,false,10858,10965,473.3,528.6,396.8,316.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,47,LEFT,0.59,90,53.86,6.57,false,9607,9696,404.4,727.3,370.4,726.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,48,LEFT,0.55,44,38.2,12.53,false,9858,9901,373.7,731.8,342.3,735.7,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,49,.,0.14,5,27.39,27.96,false,10070,10074,351,722.2,357,726.2,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,50,UP,9.87,85,387.47,116.07,false,10139,10223,367.9,715.3,607.1,349.7,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,51,.,0.26,50,45.02,5.12,false,10305,10354,626.5,348.1,621.4,338.7,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,52,LEFT,5.89,48,309.37,122.76,false,10446,10493,615.4,346.1,312.4,434.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,58,.,0.23,43,35.59,5.29,false,11164,11206,391.8,322.1,398.2,314.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,46,DOWN,1.79,246,205.71,7.27,false,9244,9489,334,661,381.7,728.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_1_f1,1,57,.,0.1,30,86.31,3.47,false,11093,11122,400.9,316,398.6,319.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,1_2_f,NA,1,UP,1.26,18,73.36,70.26,false,447,464,1018.3,537.5,992.5,490.3,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,5,RIGHT,2.41,26,156.22,92.58,false,3135,3160,894.6,613.8,1003.8,558.6,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,7,UP,2.23,44,139.34,50.72,false,3836,3879,995.6,587.9,977.8,498.6,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,6,DOWN,0.57,14,46.64,41.04,false,3441,3454,996.2,564.6,984.8,586.4,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,8,DOWN,0.53,14,45.37,37.68,false,4604,4617,989.9,488.4,970.2,503.8,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,2,.,0.44,10,35.87,43.95,false,1726,1735,972.3,492.8,972.6,475.2,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,3,DOWN,3.05,46,256.84,66.25,false,2366,2411,966.7,486.2,920.4,604.9,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,9,DOWN,4.48,51,289.05,87.86,false,5228,5278,967.3,497.7,828.9,648.6,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,1_2_f,NA,4,DOWN,0.51,10,41.38,51.07,false,2960,2969,890.8,612.6,907.1,629.7,SocialEngagement,female,f_pl_o1_div_+o,NA,f,div,+o
3,2_1_f,NA,1,UP,1.33,21,100.38,63.52,false,430,450,973.9,509.2,971.6,455.8,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,4,UP,4.1,47,293.5,87.33,false,2377,2423,965.3,641.1,974.7,474.4,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,3,DOWN,4.18,51,216.66,82.03,false,1802,1852,955.3,454.2,964.5,623.5,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,5,.,0.32,17,36.51,18.94,false,3843,3859,959.6,454,953.8,441.9,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,6,.,0.12,20,39.77,5.92,false,4901,4920,944.8,432.9,943.5,428.3,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_1_f,NA,2,UP,0.85,17,62.13,50.12,false,863,879,972.1,468.6,970.9,434.7,SocialEngagement,female,m_pl_o1_dir_+o,NA,m,dir,+o
3,2_2_f2,2,26,DOWN,2.14,57,198.08,37.48,false,8636,8692,719.8,782.3,647.5,856.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,25,LEFT,1.98,23,116.58,86.26,false,8205,8227,851.9,786,740.2,786.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,66,LEFT,4.19,168,857.16,24.95,true,20526,20693,524.4,717.5,296,663.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,67,LEFT,0.53,32,86.64,16.43,false,20844,20875,298.6,682.8,270.3,691.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,68,RIGHT,1.66,24,120.88,68.98,false,21035,21058,253.1,702.2,322.8,653.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,21,LEFT,1.38,20,82.42,69.23,false,7183,7202,895.2,923,818.2,938.3,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,22,LEFT,1.77,21,107.27,84.16,false,7464,7484,820.4,922.9,723.1,900.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,23,RIGHT,1.08,21,80.21,51.59,false,7719,7739,712.9,869.7,774,862.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,24,RIGHT,2.49,26,160.81,95.93,false,7897,7922,740.6,837.1,876.8,808.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,65,LEFT,2.34,25,122.38,93.42,false,20264,20288,683.9,731.3,554.6,751.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,27,UP,1.94,25,132.8,77.73,false,8731,8755,660,842.1,666.7,758.5,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,28,DOWN,0.77,16,57.95,47.99,false,8976,8991,639.7,783.5,630.2,815.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,29,LEFT,1.63,24,108.45,68.12,false,9159,9182,629.5,785.5,544,813.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,30,LEFT,0.61,13,46.41,47.24,false,9609,9621,555.1,838.4,527.6,855.3,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,31,DOWN,0.95,30,114.4,31.78,false,10184,10213,545.9,914.1,520.7,952.3,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,32,LEFT,1.41,135,491.68,10.42,false,10567,10701,517.3,917,450.2,881,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,33,UP,1.63,24,91.07,68.09,false,10939,10962,435.1,907.2,396,841,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,34,LEFT,0.64,12,51,53.26,false,11202,11213,396.4,823.2,359.2,821.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,35,.,0.25,21,46.24,12.02,false,11773,11793,349,851,335.1,854.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,36,RIGHT,2.46,25,152.31,98.57,false,11958,11982,341.8,849,479.4,818.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,37,LEFT,1.56,22,102.11,70.83,false,12170,12191,461.2,763.5,371.5,765.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,38,RIGHT,2.37,25,160.3,94.95,false,12366,12390,386.9,762.8,516.5,795.2,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,1,LEFT,2.26,24,138.97,94.02,false,56,79,1348.1,759.5,1220.5,763.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,2,DOWN,5.63,33,307.63,170.56,false,434,466,1217.8,758.6,1037.4,962.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,3,DOWN,1.73,24,112.32,72.28,false,715,738,1030,922.8,1001.9,997.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,4,RIGHT,4.96,46,276.09,107.73,false,896,941,1011.9,982.9,1293.3,1035.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,5,UP,0.86,16,55.37,53.65,false,1162,1177,1301.6,1024,1279.1,988.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,6,LEFT,1.67,22,102.36,75.79,false,1575,1596,1275.8,1015.7,1185.1,988.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,7,DOWN,0.67,13,49.67,51.54,false,1935,1947,1177.4,970.8,1162.8,999,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,8,UP,1.39,22,81.33,63.07,false,2167,2188,1155.3,993.6,1196.8,939.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,9,LEFT,1.42,21,90.33,67.39,false,2522,2542,1189.6,946.8,1111.6,928.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,10,DOWN,2.93,33,141.01,88.72,false,2911,2943,1125.7,979.7,1125,1115.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,11,UP,1.31,20,74.75,65.53,false,3031,3050,1131.5,1003.9,1130.5,944.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,15,RIGHT,1.72,25,90.06,68.96,false,4570,4594,965.1,1085.5,1041.7,1033.3,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,16,RIGHT,0.68,15,46.62,45.41,false,4747,4761,1050.5,989.6,1079.1,968.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,17,LEFT,0.95,18,64.63,52.83,false,5487,5504,1060.7,900.5,1011.9,919.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,18,.,0.38,8,34.78,47.74,false,5917,5924,1002.6,903.5,980.8,904,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,19,LEFT,0.61,13,45.92,46.6,false,6447,6459,985.1,915.4,951.2,921.1,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,20,LEFT,1.53,22,104.61,69.52,false,6648,6669,969.3,896.8,886.6,918.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,61,LEFT,2.82,43,209.89,65.49,false,18178,18220,694.4,852,535.4,831,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,62,RIGHT,4.72,38,201.36,124.26,false,18712,18749,516.2,829,744.4,722.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,63,LEFT,2.68,24,160.58,111.55,false,19142,19165,732,750.7,581.8,739,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,64,RIGHT,2.12,24,146.26,88.26,false,19455,19478,568.9,725.9,688,733,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,12,LEFT,1.43,20,97.29,71.72,false,3197,3216,1127.7,976.7,1046,988.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,13,LEFT,1.11,22,80.27,50.58,false,3625,3646,1061,1008.3,1000.9,1027.2,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,14,LEFT,0.77,15,58.94,51.24,false,4031,4045,1017.2,1074.4,972.3,1077.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,41,RIGHT,9.22,64,342.65,144,false,13258,13321,240.1,715.9,755.8,807.2,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,42,RIGHT,4.99,133,522.94,37.49,true,13468,13600,779.1,759.6,1057,785.5,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,43,RIGHT,3.42,40,248.5,85.52,false,13755,13794,1056.4,736.6,1235.8,686.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,44,UP,9.87,58,347.21,170.23,false,13954,14011,1256.3,692.1,1169.4,296.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,45,LEFT,4.67,38,198.17,122.85,false,14168,14205,1157.3,301.1,910,334,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,48,DOWN,0.82,20,71.22,40.8,false,14807,14826,280.6,688.2,249.4,714.5,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,49,RIGHT,1.57,24,109.21,65.52,false,15017,15040,251.4,696.4,320.4,652.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,50,DOWN,1.59,25,112.08,63.78,false,15359,15383,302.9,657.6,240.9,708,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,39,LEFT,3.42,28,195.26,122.19,false,12556,12583,495.8,764,301.9,736.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,40,LEFT,1.3,37,139.93,35.18,false,12913,12949,308.7,692,255.4,731.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,54,RIGHT,9.43,47,354.33,200.58,false,16356,16402,1142.6,841.5,1554.8,1131.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,58,RIGHT,7.8,52,429.58,149.93,false,17196,17247,725.4,866.5,1154.4,967.2,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,46,LEFT,13.33,70,490.83,190.38,false,14358,14427,909.4,342.9,246.4,586.8,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,47,DOWN,2.14,37,191.64,57.91,false,14657,14693,260.9,585.9,284.9,674.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,53,RIGHT,3.58,28,216.56,128.01,false,16040,16067,970.3,853.9,1171.6,831.5,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,52,DOWN,2.51,39,229.69,64.37,false,15873,15911,861.5,773.6,957.8,853,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,59,RIGHT,1.05,31,128.67,33.88,false,17504,17534,1187.9,983.9,1241.1,1007.6,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,55,LEFT,4.06,28,223.33,145.15,false,16539,16566,1546.6,1093,1315.2,1034.2,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,56,LEFT,1.19,157,321.83,7.56,true,16707,16863,1302.4,1017.1,1249,982.4,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,57,LEFT,8.67,56,392.69,154.81,false,16979,17034,1241.1,946,751.6,873.3,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,60,LEFT,10.21,172,607.43,59.35,true,17679,17850,1249.9,995.8,687.6,858.7,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,2_2_f2,2,51,RIGHT,10.61,62,411.27,171.19,false,15566,15627,254.7,692.3,853.2,765.9,VisualSearch,female,ng150ws.jpg,Search,NA,NA,NA
3,3_1_f1,1,44,UP,1.55,26,121.21,59.53,false,10949,10974,908.3,355.8,859.9,306.4,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,45,RIGHT,10.52,69,477.73,152.49,false,11134,11202,858.6,324.1,1372.4,511.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,48,LEFT,2.32,38,217.27,61.04,false,11885,11922,1226.7,663.1,1118.7,716.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,49,RIGHT,1.91,40,171.96,47.73,false,12121,12160,1090,721.5,1178.9,677.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,46,LEFT,0.96,29,111.57,33.19,false,11394,11422,1345,508.8,1292.6,502.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,51,LEFT,2.09,42,215.02,49.76,false,12643,12684,538.6,683.1,420.2,679.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,52,LEFT,1.51,40,183.33,37.7,false,12876,12915,397.4,692.1,310.7,691,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,53,UP,1.09,31,82.09,35.26,false,13139,13169,294.4,693.7,269.3,651.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,50,LEFT,11.91,71,483.03,167.71,false,12397,12467,1192,659.2,525.6,686.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,33,UP,7.58,52,482.67,145.79,false,8448,8499,1656,783,1628.9,463.7,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,38,LEFT,3.9,45,299.12,86.61,false,9488,9532,625.3,337.7,439.6,415.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,39,LEFT,3.29,30,203.66,109.73,false,9738,9767,415,428.4,279.6,338.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,40,RIGHT,4,43,330.84,92.91,false,9939,9981,264.8,347.8,484.1,319.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,41,RIGHT,2.92,39,247.8,74.81,false,10169,10207,524.2,318.8,678.2,290.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,42,RIGHT,1.43,36,168.43,39.63,false,10394,10429,702.3,283.7,778.3,292.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,43,RIGHT,2.39,45,188.38,53.16,false,10654,10698,802.2,288,904.6,344.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,47,DOWN,3.86,58,310.63,66.63,false,11646,11703,1280,506.9,1220.1,659,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,34,UP,3.86,45,279.93,85.76,false,8645,8689,1614.7,430.6,1574.9,278.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,35,LEFT,7.45,54,370.46,138.02,false,8855,8908,1573.4,283.6,1164.6,285.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,36,LEFT,3.97,43,313.9,92.23,false,9044,9086,1118.1,296.8,911.6,335.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,37,LEFT,4.2,43,325.08,97.76,false,9280,9322,885.7,326.4,659.5,342,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,15,LEFT,3.56,50,218.95,71.11,false,3804,3853,940.3,761.9,745.4,796,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,16,LEFT,2.55,41,285.12,62.19,false,4081,4121,713.3,806.6,589.1,864.4,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,17,UP,1.09,21,72.95,51.97,false,4323,4343,549.9,876.3,523.1,832.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,18,LEFT,1.19,37,157.67,32.04,false,4542,4578,523.3,837.5,464.9,864.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,19,RIGHT,2.85,40,234.56,71.29,false,4855,4894,442.3,873.2,607.2,866.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,20,UP,1.87,24,133.62,77.76,false,5086,5109,631.5,869.8,707.6,812.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,21,RIGHT,6.83,63,369.02,108.37,false,5367,5429,702,820.2,1052.4,953.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,22,RIGHT,3.51,45,250.93,77.91,false,5732,5776,1030.7,946.3,1225.5,990.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,23,UP,1.89,24,134.88,78.85,false,5915,5938,1256,1002.6,1223.9,920.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,24,RIGHT,1.08,18,74.36,60.28,false,6365,6382,1222.6,934.9,1272.6,964.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,25,RIGHT,3.82,54,277.54,70.79,false,6646,6699,1253.6,960.3,1424.5,1075.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,26,RIGHT,3.96,31,242.95,127.8,false,7063,7093,1417.7,1058.4,1641.9,997.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,27,LEFT,6.82,56,392.75,121.75,false,7313,7368,1629.9,1017.6,1226.2,1058.2,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,28,RIGHT,0.92,24,76.27,38.4,false,7498,7521,1194.1,1057.4,1241.2,1036.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,29,DOWN,0.66,20,55.41,33.02,false,7689,7708,1242.1,1041.9,1234.8,1072.1,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,30,RIGHT,7.16,66,394.14,108.49,false,7789,7854,1236.2,1063.2,1651.8,985.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,31,UP,2.54,46,268.71,55.23,false,8013,8058,1630.6,997.6,1637.5,882,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,32,UP,1.85,46,163.68,40.14,false,8252,8297,1634.8,868.2,1651.1,787.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,74,LEFT,0.99,23,94.27,43.07,false,19589,19611,293.2,813.2,238,799,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,75,DOWN,0.96,23,81.08,41.58,false,20585,20607,245.5,809.5,209.2,842,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,54,DOWN,1.37,35,148.9,39.12,false,13335,13369,256.6,664.9,211.8,713.3,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,55,.,0.45,17,46.45,26.34,false,13599,13615,196.6,726.3,180.2,741.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,56,.,0.39,149,709.27,2.63,true,14582,14730,177.9,729.7,157.5,721.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,57,DOWN,0.54,11,42.37,48.8,false,14988,14998,161.4,719,179.3,738.2,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,58,UP,1.82,41,194.51,44.34,false,15208,15248,174.1,724.6,238.3,662.4,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,59,LEFT,1.18,33,124.13,35.61,false,15482,15514,247.4,644.7,197.3,611,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,60,DOWN,1.41,24,99.77,58.66,false,15763,15786,194.8,600.9,180.4,659.6,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,61,UP,4.15,46,275.98,90.3,false,15971,16016,180,639.4,251.3,474,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,62,UP,1.02,36,131.22,28.4,false,16192,16227,267,460.8,297.7,425.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,63,LEFT,1.33,25,107.75,53.21,false,16419,16443,293.8,420.5,233.8,453.5,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,64,LEFT,0.98,24,82.39,40.81,false,16704,16727,235.4,444.3,180,437.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,65,RIGHT,1.39,27,86.78,51.59,false,17056,17082,189.6,433.3,256.1,402.2,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,66,RIGHT,3.52,27,224.24,130.26,false,17353,17379,259.9,408.1,457.2,407.9,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,68,DOWN,8.68,68,431.59,127.58,false,18058,18125,534.8,415.6,590.8,772.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,69,LEFT,2.47,25,158.48,98.77,false,18325,18349,592.9,768.5,489.4,841.4,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,70,RIGHT,2.28,41,198.19,55.52,false,18612,18652,501,832.5,594.7,764.2,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,71,DOWN,1.63,23,107.3,70.73,false,18932,18954,598.1,756.9,646.7,816.4,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,72,LEFT,2.98,39,264.11,76.32,false,19147,19185,644.3,800.7,474.8,812.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,73,LEFT,2.72,53,209.67,51.41,false,19346,19398,446.6,813,287.8,809.8,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
3,3_1_f1,1,10,LEFT,2.31,41,229.75,56.31,false,2478,2518,447,747,342.3,809,VisualSearch,female,ng049ws.jpg,Count,NA,NA,NA
