Trial,ParticipantID,SearchOrder,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,Task,ParticipantGender,Stimulus,SearchType,ActorGender,Directionality,Ostension
1,1_1_f1,1,3,RIGHT,6.52,35,330.06,186.42,false,1043,1077,644.8,819.7,1014.5,835.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,2,LEFT,4.45,30,269.3,148.43,false,745,774,850.7,705.9,638.1,806.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,1,DOWN,6.94,35,407.45,198.38,false,421,455,876.4,395.1,868.9,676.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,4,RIGHT,10.34,47,408.62,220.05,false,1214,1260,993.9,831.7,1550.3,686.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,6,LEFT,13.15,78,404.06,168.58,false,1762,1839,1422.5,793.8,784.5,518.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,7,LEFT,4.18,60,268.96,69.66,false,1977,2036,795.3,513.6,578.4,570.7,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,8,DOWN,2.48,26,168.09,95.53,false,2215,2240,570.3,572.4,474.2,646.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,5,DOWN,3.55,28,213.11,126.85,false,1550,1577,1527.1,665.9,1434.2,801,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,41,RIGHT,7.89,59,361.84,133.71,false,11196,11254,1229.6,577.7,1670,630,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,9,DOWN,1.53,48,151.8,31.89,false,2379,2426,470.1,642.8,452.5,705.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,10,RIGHT,4.68,27,302.07,173.29,false,2639,2665,480.7,700,679.8,833.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,11,RIGHT,6.57,39,335.49,168.44,false,2892,2930,667.1,834.5,1038.5,812.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,12,RIGHT,8.39,41,337.67,204.67,false,3152,3192,1012.3,815.9,1477.1,734.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,13,LEFT,3.68,29,205.56,126.79,false,3403,3431,1464.9,728.4,1260,701.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,14,RIGHT,1.91,22,127.8,86.91,false,3645,3666,1265.7,704.4,1353.9,658.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,15,RIGHT,6.41,37,319.38,173.19,false,3955,3991,1341,648.6,1699,708.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,16,DOWN,6.29,34,310.79,185.14,false,4344,4377,1661.1,685.7,1422,893.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,36,RIGHT,3.7,24,223.94,154.16,false,9772,9795,848,586.3,1051.1,588.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,37,LEFT,4.15,48,232.54,86.56,false,9938,9985,1026,590,798.8,575,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,38,RIGHT,9.05,52,416.89,173.98,false,10536,10587,807.8,588.3,1307,617.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,39,UP,0.94,19,61.26,49.59,false,10863,10881,1296.4,626.2,1300.5,587.5,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,40,LEFT,1.33,19,94.75,69.82,false,11041,11059,1287.7,582.5,1215.9,571.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,17,DOWN,2.61,25,163.31,104.28,false,4667,4691,1428.2,890,1469.5,1003.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,29,LEFT,4.29,45,239.69,95.27,false,7716,7760,1505.5,437.8,1269.9,457,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,30,LEFT,10.3,161,365.52,64,false,7977,8137,1280.4,459.9,824.5,224.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,18,LEFT,15.7,134,466.54,117.17,false,5026,5159,1466.2,1000.6,565,867.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,19,UP,2.76,33,158.55,83.71,false,5293,5325,574.1,868.4,659.8,767.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,20,RIGHT,6.96,37,359.23,188.01,false,5491,5527,629.1,774.3,1020.9,794.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,21,LEFT,3.02,27,194.73,112.02,false,5833,5859,1005.4,802.5,836.2,819.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,22,RIGHT,2.39,25,155.44,95.59,false,6009,6033,832.1,810.8,960.8,781.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,23,LEFT,0.68,11,55.07,62.2,false,6183,6193,960,780.5,922.3,775,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,24,UP,5.86,37,232,158.47,false,6412,6448,942.8,758,742.1,566,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,25,UP,2.87,27,159.15,106.29,false,6630,6656,751.8,537.1,654.5,446.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,26,LEFT,4.86,213,229.47,22.83,false,6873,7085,656,441.1,392,404.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,27,RIGHT,5.62,34,264.38,165.35,false,7222,7255,404,410.4,710.2,445.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,28,RIGHT,15.33,53,540.75,289.25,false,7427,7479,679.9,432.2,1527.2,452.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,31,RIGHT,13.99,60,542.92,233.19,false,8171,8230,837.6,212.3,1602.4,192.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,32,RIGHT,1.71,22,113.29,77.9,false,8424,8445,1610.2,194,1703.7,177.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,33,LEFT,24.52,392,562.27,62.56,true,8692,9083,1673.3,189.1,413.3,603.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,34,DOWN,1.52,21,96.57,72.24,false,9302,9322,416.8,617.6,448.6,676.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_1_f1,1,35,RIGHT,7.66,37,377.22,207.14,false,9504,9540,456.5,673.9,869.5,590.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,1_2_f,NA,8,.,0.4,10,32.99,40.09,false,6091,6100,989,472,982.4,487.3,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,2,DOWN,5.65,50,328.47,113.02,false,1870,1919,1000.2,511,909.3,733.7,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,9,DOWN,0.74,17,57.97,43.71,false,7845,7861,974.3,464.4,964.3,493.2,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,7,UP,3.85,49,207.77,78.63,false,5899,5947,987.6,645.7,989.3,488.9,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,5,DOWN,4.3,47,317.2,91.48,false,4748,4794,991.4,486.8,1003.2,662,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,1,DOWN,3.11,204,949.94,15.22,true,636,839,1020.3,480.7,958.9,597.8,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,3,RIGHT,1.66,21,104.67,79.27,false,2165,2185,906.6,745.3,993.8,721.1,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,4,UP,4.53,50,251.72,90.68,false,2371,2420,986.1,721.7,991.1,534.7,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,1_2_f,NA,6,.,0.49,10,38.1,48.78,false,4941,4950,999.8,687.7,992.8,668.1,SocialEngagement,female,f_pl_o1_dir_+o,NA,f,dir,+o
1,2_1_f,NA,2,RIGHT,0.73,14,54.67,52.26,false,737,750,924.7,470.7,959.9,457.2,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,9,.,0.46,16,44.58,28.97,false,6406,6421,974.1,448.9,954.6,437.3,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,5,DOWN,1.2,18,87.13,66.75,false,2357,2374,885.7,600.9,888.4,650.3,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,4,DOWN,3.69,27,226.21,136.63,false,2203,2229,953.8,458.2,887,598.8,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,1,UP,6.54,50,443.15,130.71,false,516,565,790.3,736.5,922.3,485.9,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,3,.,0.49,11,39.22,44.09,false,1203,1213,953.6,460.3,959.7,441.5,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,6,UP,4.83,54,272.62,89.43,false,3319,3372,808.2,654.7,929.6,479.8,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,8,RIGHT,0.68,20,60.4,33.93,false,4702,4721,930.1,431.7,957.1,450,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_1_f,NA,7,.,0.45,159,696.39,2.82,true,4438,4596,938.9,458.7,938.1,476.6,SocialEngagement,female,m_pl_o1_div_+o,NA,m,div,+o
1,2_2_f2,2,12,RIGHT,1.21,18,78.64,66.95,false,3474,3491,215.1,619.6,284.3,613.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,10,LEFT,1.38,20,90.23,68.82,false,2703,2722,376.6,731.9,299.6,717.1,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,11,LEFT,1.6,25,103.46,63.94,false,2872,2896,310.5,723.5,220.8,742.6,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,13,UP,0.8,21,48.98,37.92,false,3723,3743,258.2,632.4,244.8,600.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,9,RIGHT,2.01,23,133.24,87.25,false,2441,2463,281.2,708.9,387.3,743.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,16,RIGHT,1.63,22,112.61,74.06,false,5374,5395,322.5,663.9,411.2,685.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,17,RIGHT,1.01,28,118.45,36.14,false,5633,5660,394,646.6,449.6,657.5,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,14,RIGHT,1.23,26,93.23,47.41,false,4354,4379,253.2,631.1,303.7,667.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,15,RIGHT,1.39,21,94,66.36,false,4868,4888,278.5,677.6,352.5,700.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,3,LEFT,3.7,28,216.68,132.17,false,695,722,464.8,772.2,275.3,698.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,4,LEFT,1.08,23,84.06,46.8,false,955,977,282.7,697.4,226.7,676.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,5,LEFT,0.7,11,54.25,63.67,false,1146,1156,227.4,712.3,194.8,694,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,6,DOWN,1.44,26,108.38,55.44,false,1419,1444,183.8,709.5,163.3,770.3,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,7,UP,2,25,114.07,80.1,false,1863,1887,153.3,757.9,209.5,681.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,8,RIGHT,1.28,23,90.11,55.82,false,2205,2227,205.2,730.1,279.9,723.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,18,RIGHT,1.02,270,21.16,3.78,true,5800,6069,394,646.6,449.6,657.5,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,19,UP,3.51,159,747.54,22.06,true,6748,6906,421.5,736.2,488.2,597.2,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,20,RIGHT,1.52,20,97.75,75.87,false,7604,7623,457.6,624,533.8,595.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,21,RIGHT,0.87,17,61.88,51.31,false,8227,8243,516,609.3,564,616,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,22,RIGHT,1.47,22,96.43,67.03,false,8619,8640,537.3,654,612.5,679.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,23,LEFT,2.04,28,136.49,72.69,false,8960,8987,601.7,676.4,489.2,693.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,24,RIGHT,1.8,24,129.49,74.95,false,9355,9378,502.1,690.3,599.4,712,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,25,RIGHT,1.25,24,109.02,51.99,false,9938,9961,573.7,730.4,634.9,756.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,1,DOWN,10.43,64,538.24,163.01,false,326,389,793.4,243.9,818.5,663.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,2,LEFT,6.05,50,300.8,121.02,false,552,601,814.4,655.5,498.8,751,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,26,RIGHT,0.98,36,119.49,27.27,false,10980,11015,641.9,827.9,695,814.7,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,27,DOWN,1.48,21,99.31,70.71,false,11543,11563,689,816.2,653.9,875.2,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,28,RIGHT,1.9,23,127.81,82.48,false,12183,12205,651.2,919,760.2,925,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,29,RIGHT,2.71,26,163.64,104.09,false,12476,12501,737.8,869.7,890.2,852.7,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,30,UP,0.72,19,50.43,37.71,false,13433,13451,893,854.2,909.8,825.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,31,.,0.39,9,39.29,43.81,false,13674,13682,897.4,847.7,875.1,846.5,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,32,RIGHT,4.78,32,282.48,149.36,false,14017,14048,868.4,831.7,1101.6,940.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,33,UP,4.46,51,117.58,87.52,false,14529,14579,1096.9,922.3,923.7,780.3,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,34,LEFT,3.06,35,182.33,87.49,false,14706,14740,914,773.6,756.7,721.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,49,UP,2.75,164,765.95,16.77,true,20816,20979,857.9,776.8,858.6,661,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,35,RIGHT,1.47,21,97.62,69.77,false,14932,14952,749.3,712.9,829.7,724.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,46,RIGHT,0.59,30,92.47,19.62,false,19740,19769,779.1,728.9,810.2,737,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,47,LEFT,1.02,16,68.67,63.48,false,19917,19932,816.9,737.5,760.1,738.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,48,RIGHT,1.8,36,156.68,49.88,false,20291,20326,763.8,718.2,861.3,736.2,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,36,LEFT,1.24,20,85.95,62.14,false,15257,15276,817.3,746.6,747.9,742.1,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,43,.,0.35,27,63.13,13.12,false,18473,18499,803.1,770.6,822.9,772.2,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,40,RIGHT,1.26,38,111.77,33.13,false,16771,16808,726.4,776.3,778.2,739.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,37,RIGHT,2.21,28,139.71,78.83,false,15687,15714,745,772.5,837.1,836.5,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,38,LEFT,1.46,20,92.99,72.93,false,15895,15914,826.7,815.6,746.9,799.9,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,44,LEFT,0.57,11,44.65,51.61,false,18731,18741,838,759.7,806.3,761.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,45,LEFT,0.57,10,48.01,56.9,false,18971,18980,810.2,745.7,780.1,737.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,41,RIGHT,1.36,23,100.57,59.18,false,17336,17358,765.8,761.3,832.1,790.4,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,42,UP,1.13,18,76.47,62.84,false,17999,18016,829.6,794.8,797.3,753.2,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,2_2_f2,2,39,.,0.36,8,37.84,44.62,false,16259,16266,743.9,788.4,724,790.8,VisualSearch,female,ng090ws.jpg,Search,NA,NA,NA
1,3_1_f1,1,13,RIGHT,4.67,59,298.98,79.07,false,4203,4261,1265.2,788.5,1531.5,773.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,62,RIGHT,1.33,39,158.03,34.16,false,19029,19067,280.3,556.6,335.2,595,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,63,DOWN,1.05,24,88.32,43.96,false,19355,19378,345.8,613.7,367.1,655.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,64,LEFT,0.75,23,72.22,32.66,false,19598,19620,375.9,661.2,335.5,672.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,61,LEFT,1.92,40,177.29,47.97,false,18499,18538,405.9,551.7,297.1,555,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,1,DOWN,3.77,44,318.97,85.58,false,345,388,904.9,543.9,916.6,698.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,2,RIGHT,2.66,32,125.29,83.15,false,662,693,907.8,723.3,1049.2,690.5,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,3,LEFT,5.28,49,320.25,107.73,false,880,928,1041.2,687.7,758.3,632.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,4,LEFT,3.37,27,194.77,124.77,false,1090,1116,733.7,634.7,550.2,606.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,5,DOWN,4.49,47,322.91,95.62,false,1417,1463,538.9,611.1,457.1,791.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,6,LEFT,2.01,24,127.8,83.62,false,1714,1737,450.1,808.8,352.4,761.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,7,DOWN,1.44,29,82.61,49.66,false,2143,2171,348.6,759.2,359.7,821.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,8,UP,1.44,22,97.2,65.61,false,2293,2314,351.7,810.4,328,750.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,9,RIGHT,16.56,79,532.81,209.61,false,2581,2659,332.9,752.2,1281.1,810.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,11,LEFT,1.97,23,132.83,85.77,false,3103,3125,1309.4,788.5,1198.1,796.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,12,RIGHT,0.63,11,51.8,56.95,false,3441,3451,1218.8,784.7,1253.7,780.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,54,RIGHT,1.54,25,103.92,61.41,false,16598,16622,1557.6,695,1637.4,723.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,55,UP,4.13,42,317,98.33,false,16759,16800,1617.6,726,1635.2,552.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,56,LEFT,3.13,39,223.83,80.14,false,17068,17106,1635.6,536.7,1459.2,544.7,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,57,LEFT,3.79,28,240.33,135.31,false,17361,17388,1432.7,548,1222.8,557.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,58,LEFT,5.18,50,269.03,103.67,false,17711,17760,1211.3,560.3,927.2,548.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,59,LEFT,3.77,44,276.95,85.75,false,18026,18069,903.5,543.6,697.5,558.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,60,LEFT,4.27,48,276.88,89.06,false,18228,18275,669.9,549.7,432,550.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,10,RIGHT,1.24,18,72.57,68.75,false,2888,2905,1257.3,813.9,1314.4,782.7,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,20,UP,3.2,38,246.4,84.23,false,5984,6021,1606.4,629.9,1489.1,528.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,21,LEFT,5.74,48,348.02,119.59,false,6230,6277,1454.6,522.5,1138.4,545.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,22,LEFT,5.18,47,324.8,110.26,false,6493,6539,1097.9,546.2,814.6,539,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,23,LEFT,2.16,30,154.59,72.12,false,6788,6817,785.6,545,673.3,516.7,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,24,LEFT,2.84,42,243.35,67.67,false,7023,7064,682,526,530.4,496.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,25,LEFT,1.93,41,181.44,47.13,false,7260,7300,498.4,501,390.5,497.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,35,RIGHT,1.49,40,155.68,37.23,false,10317,10356,468.4,994.6,546.5,963.8,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,36,RIGHT,7.7,63,361.54,122.27,false,10595,10657,551.6,947.3,997.2,932.5,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,37,LEFT,1.96,25,133.87,78.32,false,10864,10888,985.4,933.8,879.8,904.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,38,DOWN,2.04,25,135.39,81.51,false,11087,11111,892.5,910.1,925.5,998,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,39,UP,1.77,25,125.33,70.99,false,11504,11528,927.5,978.5,999.4,921.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,40,LEFT,1.07,18,74.41,59.36,false,11786,11803,997.6,944.5,939.5,929.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,41,UP,2.45,27,145.78,90.84,false,11958,11984,953.2,932.7,918.4,828.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,42,UP,1.17,21,80.37,55.86,false,12223,12243,915.6,844.3,869.3,808,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,43,RIGHT,8.96,67,400.05,133.67,false,13169,13235,865.3,817.8,1358.8,925.9,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,44,DOWN,2.43,26,154.23,93.33,false,13540,13565,1333.9,917.8,1406.7,1012.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,45,LEFT,1.92,35,199.4,54.73,false,13810,13844,1390.5,1001.1,1292.8,1045.6,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,46,RIGHT,3.2,46,257.98,69.53,false,14184,14229,1267.6,1054.2,1457.1,1045.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,47,RIGHT,1.03,32,124.73,32.25,false,14440,14471,1479.7,1033.4,1537.2,1051.2,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,48,LEFT,1.2,20,78.55,60.17,false,14694,14713,1558.6,1054.3,1492.9,1078.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,49,RIGHT,1.2,41,161.59,29.39,false,15147,15187,1494.6,1075.3,1564.3,1059.1,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,50,RIGHT,0.96,35,107.13,27.43,false,15461,15495,1593,1060.3,1651.2,1064.3,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,51,LEFT,3.66,46,344,79.52,false,15672,15717,1664.3,1050.9,1448.2,1017.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,52,UP,8.58,65,491.56,132.05,false,16110,16174,1397.4,1018.6,1484.9,646.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,53,RIGHT,1.77,23,101.72,77.15,false,16399,16421,1484,651.5,1560.1,701,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,19,LEFT,1.61,40,149.98,40.31,false,5745,5784,1674.5,684.9,1604.7,639.5,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
1,3_1_f1,1,33,RIGHT,4.31,53,328.44,81.35,false,9783,9835,302.9,897.5,503.2,1019.4,VisualSearch,female,ng021ws.jpg,Count,NA,NA,NA
